EventType,Timestamp,DeviceID,User  ID,Details,Value,predicted_has_error,datetime,Date,fl_work,work_time_per
ПроверкаСостоянияСвязи,2023-10-10 15:28:45,Банкомат17,Пользователь66,Проверка состояния связи в Банкомат17,Хорошее,False,2023-10-10 15:28:45,2023-10-10,0,65
ПроверкаСостоянияКарт,2023-10-10 15:34:43,Банкомат82,Пользователь62,Проверка состояния карт в Банкомат82,Все карты в порядке,False,2023-10-10 15:34:43,2023-10-10,0,58
ПроверкаСостоянияСвязи,2023-10-10 15:35:48,Банкомат86,Пользователь40,Проверка состояния связи в Банкомат86,Хорошее,False,2023-10-10 15:35:48,2023-10-10,1,74
ОтказВОбслуживании,2023-10-10 15:39:54,Банкомат11,Пользователь59,Отказ в обслуживании в Банкомат11,Нет наличных,True,2023-10-10 15:39:54,2023-10-10,0,54
СостояниеУстройстваИзменено,2023-10-10 15:40:47,Банкомат76,Пользователь85,Состояние устройства Банкомат76 изменилось,Открыто,False,2023-10-10 15:40:47,2023-10-10,0,73
СостояниеУстройстваИзменено,2023-10-10 15:45:05,Банкомат22,Пользователь41,Состояние устройства Банкомат22 изменилось,Открыто,False,2023-10-10 15:45:05,2023-10-10,1,99
СостояниеПриемаКупюр,2023-10-10 15:49:10,Банкомат8,Пользователь48,Состояние устройства приема купюр в Банкомат8 проверено,Не работает,True,2023-10-10 15:49:10,2023-10-10,1,99
УстановкаОбновлений,2023-10-10 15:57:47,Банкомат71,Пользователь60,Установка обновлений в Банкомат71,Не удалось,True,2023-10-10 15:57:47,2023-10-10,0,50
ТестированиеСистемы,2023-10-10 16:00:49,Банкомат72,Пользователь36,Тестирование системы в Банкомат72,Все системы работают,False,2023-10-10 16:00:49,2023-10-10,1,52
ПроверкаСостоянияСвязи,2023-10-10 16:02:09,Банкомат14,Пользователь9,Проверка состояния связи в Банкомат14,Плохое,True,2023-10-10 16:02:09,2023-10-10,1,98
СостояниеКартриджа,2023-10-10 16:09:42,Банкомат87,Пользователь27,Состояние картриджа проверено в Банкомат87,Полный,False,2023-10-10 16:09:42,2023-10-10,1,96
ТестированиеСистемы,2023-10-10 16:11:42,Банкомат13,Пользователь27,Тестирование системы в Банкомат13,Некоторые системы не работают,True,2023-10-10 16:11:42,2023-10-10,1,81
ОшибкаСети,2023-10-10 16:14:19,Банкомат93,Пользователь81,Ошибка сети в Банкомат93,Потеря пакетов,False,2023-10-10 16:14:19,2023-10-10,1,79
ОбновлениеПрограммногоОбеспечения,2023-10-10 16:15:38,Банкомат17,Пользователь29,Обновление ПО в Банкомат17,Успешно,False,2023-10-10 16:15:38,2023-10-10,0,52
ТестированиеСистемы,2023-10-10 16:19:58,Банкомат48,Пользователь3,Тестирование системы в Банкомат48,Все системы работают,False,2023-10-10 16:19:58,2023-10-10,0,58
ОшибкаТехническая,2023-10-10 16:28:40,Банкомат68,Пользователь9,Техническая ошибка в Банкомат68,Ошибка связи,True,2023-10-10 16:28:40,2023-10-10,1,78
ОбновлениеПрограммногоОбеспечения,2023-10-10 16:31:30,Банкомат35,Пользователь3,Обновление ПО в Банкомат35,Успешно,False,2023-10-10 16:31:30,2023-10-10,0,78
ОбновлениеПрограммногоОбеспечения,2023-10-10 16:31:40,Банкомат32,Пользователь82,Обновление ПО в Банкомат32,Не удалось,True,2023-10-10 16:31:40,2023-10-10,1,96
СигнализацияОшибки,2023-10-10 16:31:44,Банкомат43,Пользователь72,Сигнализация ошибки в Банкомат43,Ошибка связи,True,2023-10-10 16:31:44,2023-10-10,1,81
УстановкаОбновлений,2023-10-10 16:36:01,Банкомат89,Пользователь21,Установка обновлений в Банкомат89,Не удалось,True,2023-10-10 16:36:01,2023-10-10,0,95
ПроверкаОбновлений,2023-10-10 16:36:45,Банкомат16,Пользователь94,Проверка обновлений в Банкомат16,Обновления доступны,False,2023-10-10 16:36:45,2023-10-10,1,97
ОшибкаЖесткогоДиска,2023-10-10 16:42:04,Банкомат73,Пользователь19,Ошибка жесткого диска в Банкомат73,Нет свободного места,True,2023-10-10 16:42:04,2023-10-10,0,97
СостояниеПриемаКупюр,2023-10-10 16:44:16,Банкомат10,Пользователь2,Состояние устройства приема купюр в Банкомат10 проверено,Работает,False,2023-10-10 16:44:16,2023-10-10,0,56
ПроблемаСоСвязью,2023-10-10 16:45:36,Банкомат51,Пользователь86,Проблема со связью в Банкомат51,Потеря соединения,False,2023-10-10 16:45:36,2023-10-10,0,64
ОшибкаВыдачиНаличности,2023-10-10 16:50:16,Банкомат23,Пользователь46,Ошибка выдачи наличности в Банкомат23,Ошибка механизма,True,2023-10-10 16:50:16,2023-10-10,1,78
ОшибкаСети,2023-10-10 16:53:37,Банкомат56,Пользователь55,Ошибка сети в Банкомат56,Нет соединения,True,2023-10-10 16:53:37,2023-10-10,1,88
ПроверкаКассеты,2023-10-10 16:58:28,Банкомат56,Пользователь11,Проверка состояния кассеты в Банкомат56,Хорошее,False,2023-10-10 16:58:28,2023-10-10,1,77
ПроблемаСоСвязью,2023-10-10 17:00:29,Банкомат62,Пользователь85,Проблема со связью в Банкомат62,Слабый сигнал,True,2023-10-10 17:00:29,2023-10-10,0,62
ОшибкаСети,2023-10-10 17:01:26,Банкомат13,Пользователь13,Ошибка сети в Банкомат13,Потеря пакетов,False,2023-10-10 17:01:26,2023-10-10,0,69
ПроверкаСистемныхЛогов,2023-10-10 17:03:35,Банкомат50,Пользователь52,Проверка системных логов в Банкомат50,Найдены ошибки,True,2023-10-10 17:03:35,2023-10-10,1,90
УстановкаОбновлений,2023-10-10 17:06:16,Банкомат76,Пользователь91,Установка обновлений в Банкомат76,Успешно,False,2023-10-10 17:06:16,2023-10-10,0,93
ОшибкаПечати,2023-10-10 17:08:38,Банкомат81,Пользователь17,Ошибка печати в Банкомат81,Ошибка механизма,True,2023-10-10 17:08:38,2023-10-10,0,60
ПроверкаСостоянияСвязи,2023-10-10 17:09:37,Банкомат7,Пользователь21,Проверка состояния связи в Банкомат7,Плохое,True,2023-10-10 17:09:37,2023-10-10,1,82
ТестированиеСистемы,2023-10-10 17:12:56,Банкомат28,Пользователь42,Тестирование системы в Банкомат28,Все системы работают,False,2023-10-10 17:12:56,2023-10-10,0,54
ПроверкаЭнергоснабжения,2023-10-10 17:21:05,Банкомат92,Пользователь33,Проверка состояния энергоснабжения в Банкомат92,Проблемы с энергоснабжением,True,2023-10-10 17:21:05,2023-10-10,1,79
ОшибкаСинхронизацииДанных,2023-10-10 17:24:50,Банкомат73,Пользователь82,Ошибка синхронизации данных в Банкомат73,Проблема с сетью,True,2023-10-10 17:24:50,2023-10-10,1,66
ПроверкаСистемныхЛогов,2023-10-10 17:27:18,Банкомат6,Пользователь49,Проверка системных логов в Банкомат6,Найдены ошибки,True,2023-10-10 17:27:18,2023-10-10,1,74
ПроблемаСоСвязью,2023-10-10 17:35:39,Банкомат54,Пользователь75,Проблема со связью в Банкомат54,Потеря соединения,False,2023-10-10 17:35:39,2023-10-10,1,68
ОшибкаСети,2023-10-10 17:36:23,Банкомат70,Пользователь66,Ошибка сети в Банкомат70,Потеря пакетов,False,2023-10-10 17:36:23,2023-10-10,0,89
ОшибкаСети,2023-10-10 17:40:06,Банкомат46,Пользователь95,Ошибка сети в Банкомат46,Нет соединения,True,2023-10-10 17:40:06,2023-10-10,1,91
ОшибкаЖесткогоДиска,2023-10-10 17:44:34,Банкомат47,Пользователь26,Ошибка жесткого диска в Банкомат47,Ошибка чтения,True,2023-10-10 17:44:34,2023-10-10,0,51
ЗаменаКартриджа,2023-10-10 17:47:41,Банкомат77,Пользователь84,Замена картриджа в Банкомат77,Не удалось,True,2023-10-10 17:47:41,2023-10-10,1,63
ПроверкаСостоянияСвязи,2023-10-10 17:50:18,Банкомат79,Пользователь8,Проверка состояния связи в Банкомат79,Хорошее,False,2023-10-10 17:50:18,2023-10-10,1,93
ПроблемаСоСвязью,2023-10-10 17:51:56,Банкомат25,Пользователь45,Проблема со связью в Банкомат25,Слабый сигнал,True,2023-10-10 17:51:56,2023-10-10,0,57
ОшибкаСети,2023-10-10 17:59:57,Банкомат97,Пользователь20,Ошибка сети в Банкомат97,Нет соединения,True,2023-10-10 17:59:57,2023-10-10,1,80
УстановкаОбновлений,2023-10-10 18:03:08,Банкомат14,Пользователь22,Установка обновлений в Банкомат14,Не удалось,True,2023-10-10 18:03:08,2023-10-10,0,90
ОбновлениеПрограммногоОбеспечения,2023-10-10 18:06:26,Банкомат5,Пользователь65,Обновление ПО в Банкомат5,Не удалось,True,2023-10-10 18:06:26,2023-10-10,0,83
СостояниеУстройстваИзменено,2023-10-10 18:12:48,Банкомат61,Пользователь29,Состояние устройства Банкомат61 изменилось,Закрыто,False,2023-10-10 18:12:48,2023-10-10,0,85
ОбновлениеБезопасности,2023-10-10 18:14:11,Банкомат4,Пользователь44,Обновление систем безопасности в Банкомат4,Успешно,False,2023-10-10 18:14:11,2023-10-10,1,53
ЗаменаКартриджа,2023-10-10 18:16:22,Банкомат37,Пользователь40,Замена картриджа в Банкомат37,Успешно,False,2023-10-10 18:16:22,2023-10-10,0,76
ОшибкаСети,2023-10-10 18:22:53,Банкомат88,Пользователь24,Ошибка сети в Банкомат88,Потеря пакетов,False,2023-10-10 18:22:53,2023-10-10,0,80
ПроверкаЭнергоснабжения,2023-10-10 18:23:51,Банкомат77,Пользователь53,Проверка состояния энергоснабжения в Банкомат77,Проблемы с энергоснабжением,True,2023-10-10 18:23:51,2023-10-10,0,65
СостояниеПриемаКупюр,2023-10-10 18:26:04,Банкомат17,Пользователь33,Состояние устройства приема купюр в Банкомат17 проверено,Не работает,True,2023-10-10 18:26:04,2023-10-10,1,71
ОшибкаОбновления,2023-10-10 18:27:33,Банкомат58,Пользователь74,Ошибка обновления в Банкомат58,Ошибка совместимости,True,2023-10-10 18:27:33,2023-10-10,1,85
ТестированиеУстройства,2023-10-10 18:27:53,Банкомат32,Пользователь60,Тестирование устройства Банкомат32 завершено,Не удалось,True,2023-10-10 18:27:53,2023-10-10,0,61
ОшибкаТехническая,2023-10-10 18:38:30,Банкомат79,Пользователь78,Техническая ошибка в Банкомат79,Ошибка питания,True,2023-10-10 18:38:30,2023-10-10,1,60
ОбслуживаниеТребуется,2023-10-10 18:41:22,Банкомат73,Пользователь63,Требуется обслуживание Банкомат73,Техническое,False,2023-10-10 18:41:22,2023-10-10,0,88
ТестированиеСистемы,2023-10-10 18:46:24,Банкомат49,Пользователь25,Тестирование системы в Банкомат49,Все системы работают,False,2023-10-10 18:46:24,2023-10-10,0,75
ЗавершениеТранзакции,2023-10-10 18:52:50,Банкомат74,Пользователь89,Транзакция завершена в Банкомат74,Не удалось,True,2023-10-10 18:52:50,2023-10-10,1,57
ПроверкаСостоянияКарт,2023-10-10 18:58:45,Банкомат7,Пользователь48,Проверка состояния карт в Банкомат7,Все карты в порядке,False,2023-10-10 18:58:45,2023-10-10,0,86
ОбновлениеБезопасности,2023-10-10 19:04:28,Банкомат86,Пользователь83,Обновление систем безопасности в Банкомат86,Не удалось,True,2023-10-10 19:04:28,2023-10-10,0,58
ПроверкаКассеты,2023-10-10 19:04:56,Банкомат52,Пользователь73,Проверка состояния кассеты в Банкомат52,Нуждается в замене,False,2023-10-10 19:04:56,2023-10-10,1,96
ОшибкаВыдачиНаличности,2023-10-10 19:07:29,Банкомат58,Пользователь88,Ошибка выдачи наличности в Банкомат58,Ошибка механизма,True,2023-10-10 19:07:29,2023-10-10,1,95
ОшибкаПечати,2023-10-10 19:07:38,Банкомат79,Пользователь20,Ошибка печати в Банкомат79,Ошибка механизма,True,2023-10-10 19:07:38,2023-10-10,1,56
ПроверкаКассеты,2023-10-10 19:08:05,Банкомат92,Пользователь82,Проверка состояния кассеты в Банкомат92,Нуждается в замене,False,2023-10-10 19:08:05,2023-10-10,1,86
ОшибкаОбновления,2023-10-10 19:11:49,Банкомат89,Пользователь72,Ошибка обновления в Банкомат89,Ошибка сети,True,2023-10-10 19:11:49,2023-10-10,1,97
СостояниеПриемаКупюр,2023-10-10 19:14:48,Банкомат75,Пользователь66,Состояние устройства приема купюр в Банкомат75 проверено,Не работает,True,2023-10-10 19:14:48,2023-10-10,1,96
ПроверкаКассеты,2023-10-10 19:18:53,Банкомат27,Пользователь10,Проверка состояния кассеты в Банкомат27,Нуждается в замене,False,2023-10-10 19:18:53,2023-10-10,0,89
ПроблемаСоСвязью,2023-10-10 19:23:36,Банкомат84,Пользователь68,Проблема со связью в Банкомат84,Потеря соединения,False,2023-10-10 19:23:36,2023-10-10,0,90
ПроверкаСостоянияКлавиатуры,2023-10-10 19:27:29,Банкомат44,Пользователь64,Проверка состояния клавиатуры в Банкомат44,Клавиатура работает,False,2023-10-10 19:27:29,2023-10-10,0,67
ОшибкаТехническая,2023-10-10 19:31:32,Банкомат24,Пользователь13,Техническая ошибка в Банкомат24,Ошибка питания,True,2023-10-10 19:31:32,2023-10-10,0,99
ПроверкаСостоянияКарт,2023-10-10 19:33:57,Банкомат85,Пользователь36,Проверка состояния карт в Банкомат85,Некоторые карты повреждены,False,2023-10-10 19:33:57,2023-10-10,0,74
УстановкаОбновлений,2023-10-10 19:37:29,Банкомат27,Пользователь14,Установка обновлений в Банкомат27,Успешно,False,2023-10-10 19:37:29,2023-10-10,0,88
ПроверкаОбновлений,2023-10-10 19:43:29,Банкомат77,Пользователь19,Проверка обновлений в Банкомат77,Обновления доступны,False,2023-10-10 19:43:29,2023-10-10,0,98
ОшибкаОбновления,2023-10-10 19:51:41,Банкомат62,Пользователь8,Ошибка обновления в Банкомат62,Ошибка сети,True,2023-10-10 19:51:41,2023-10-10,0,55
ПроблемаСоСвязью,2023-10-10 19:58:22,Банкомат64,Пользователь71,Проблема со связью в Банкомат64,Слабый сигнал,True,2023-10-10 19:58:22,2023-10-10,1,80
ОшибкаСинхронизацииДанных,2023-10-10 20:04:22,Банкомат85,Пользователь50,Ошибка синхронизации данных в Банкомат85,Неверные данные,False,2023-10-10 20:04:22,2023-10-10,1,71
ПроверкаСостоянияКарт,2023-10-10 20:05:33,Банкомат66,Пользователь50,Проверка состояния карт в Банкомат66,Некоторые карты повреждены,False,2023-10-10 20:05:33,2023-10-10,0,58
ПроверкаСостоянияПечати,2023-10-10 20:06:52,Банкомат37,Пользователь23,Проверка состояния печати в Банкомат37,Принтер не работает,True,2023-10-10 20:06:52,2023-10-10,0,50
ОбновлениеПрограммногоОбеспечения,2023-10-10 20:13:03,Банкомат85,Пользователь10,Обновление ПО в Банкомат85,Успешно,False,2023-10-10 20:13:03,2023-10-10,0,64
АварийноеВыключение,2023-10-10 20:15:34,Банкомат96,Пользователь40,Аварийное отключение устройства Банкомат96,Устройство отключено,True,2023-10-10 20:15:34,2023-10-10,0,71
СигнализацияОшибки,2023-10-10 20:21:28,Банкомат29,Пользователь20,Сигнализация ошибки в Банкомат29,Ошибка механизма,True,2023-10-10 20:21:28,2023-10-10,1,65
ОбновлениеБезопасности,2023-10-10 20:23:14,Банкомат25,Пользователь7,Обновление систем безопасности в Банкомат25,Не удалось,True,2023-10-10 20:23:14,2023-10-10,0,59
УстановкаОбновлений,2023-10-10 20:30:51,Банкомат69,Пользователь38,Установка обновлений в Банкомат69,Не удалось,True,2023-10-10 20:30:51,2023-10-10,0,57
ПроверкаОбновлений,2023-10-10 20:34:39,Банкомат10,Пользователь33,Проверка обновлений в Банкомат10,Обновления доступны,False,2023-10-10 20:34:39,2023-10-10,0,50
ОбновлениеБезопасности,2023-10-10 20:41:41,Банкомат93,Пользователь37,Обновление систем безопасности в Банкомат93,Успешно,False,2023-10-10 20:41:41,2023-10-10,0,54
ЗаменаКартриджа,2023-10-10 20:46:08,Банкомат100,Пользователь20,Замена картриджа в Банкомат100,Не удалось,True,2023-10-10 20:46:08,2023-10-10,1,59
ТестированиеСистемы,2023-10-10 20:48:03,Банкомат84,Пользователь49,Тестирование системы в Банкомат84,Некоторые системы не работают,True,2023-10-10 20:48:03,2023-10-10,0,89
СостояниеПриемаКупюр,2023-10-10 20:50:40,Банкомат79,Пользователь22,Состояние устройства приема купюр в Банкомат79 проверено,Не работает,True,2023-10-10 20:50:40,2023-10-10,0,75
ПроверкаКассеты,2023-10-10 20:50:43,Банкомат90,Пользователь65,Проверка состояния кассеты в Банкомат90,Нуждается в замене,False,2023-10-10 20:50:43,2023-10-10,0,54
СигнализацияОшибки,2023-10-10 20:52:15,Банкомат48,Пользователь27,Сигнализация ошибки в Банкомат48,Ошибка связи,True,2023-10-10 20:52:15,2023-10-10,0,92
ОшибкаПечати,2023-10-10 20:55:17,Банкомат57,Пользователь60,Ошибка печати в Банкомат57,Нет бумаги,True,2023-10-10 20:55:17,2023-10-10,1,90
ПроверкаЭнергоснабжения,2023-10-10 20:59:53,Банкомат81,Пользователь70,Проверка состояния энергоснабжения в Банкомат81,Проблемы с энергоснабжением,True,2023-10-10 20:59:53,2023-10-10,0,59
ОтказВОбслуживании,2023-10-10 21:02:09,Банкомат60,Пользователь80,Отказ в обслуживании в Банкомат60,Нет наличных,True,2023-10-10 21:02:09,2023-10-10,0,95
СостояниеКартриджа,2023-10-10 21:06:19,Банкомат47,Пользователь35,Состояние картриджа проверено в Банкомат47,Полный,False,2023-10-10 21:06:19,2023-10-10,1,81
ОбновлениеБезопасности,2023-10-10 21:10:04,Банкомат15,Пользователь16,Обновление систем безопасности в Банкомат15,Успешно,False,2023-10-10 21:10:04,2023-10-10,1,84
УстановкаОбновлений,2023-10-10 21:10:31,Банкомат31,Пользователь77,Установка обновлений в Банкомат31,Успешно,False,2023-10-10 21:10:31,2023-10-10,1,91
ПроверкаОбновлений,2023-10-10 21:15:14,Банкомат12,Пользователь43,Проверка обновлений в Банкомат12,Обновления доступны,False,2023-10-10 21:15:14,2023-10-10,0,69
ПроверкаСистемныхЛогов,2023-10-10 21:19:11,Банкомат67,Пользователь5,Проверка системных логов в Банкомат67,Ошибок не найдено,True,2023-10-10 21:19:11,2023-10-10,0,83
ПроверкаЭнергоснабжения,2023-10-10 21:21:12,Банкомат34,Пользователь41,Проверка состояния энергоснабжения в Банкомат34,Энергоснабжение в порядке,False,2023-10-10 21:21:12,2023-10-10,1,50
ОшибкаСинхронизацииДанных,2023-10-10 21:25:24,Банкомат55,Пользователь38,Ошибка синхронизации данных в Банкомат55,Проблема с сетью,True,2023-10-10 21:25:24,2023-10-10,1,68
ТестированиеСистемы,2023-10-10 21:30:15,Банкомат68,Пользователь39,Тестирование системы в Банкомат68,Все системы работают,False,2023-10-10 21:30:15,2023-10-10,1,80
ПроверкаСостоянияКарт,2023-10-10 21:32:14,Банкомат37,Пользователь70,Проверка состояния карт в Банкомат37,Все карты в порядке,False,2023-10-10 21:32:14,2023-10-10,1,85
УстановкаОбновлений,2023-10-10 21:32:47,Банкомат74,Пользователь23,Установка обновлений в Банкомат74,Успешно,False,2023-10-10 21:32:47,2023-10-10,1,58
ПроверкаСистемныхЛогов,2023-10-10 21:33:45,Банкомат19,Пользователь41,Проверка системных логов в Банкомат19,Найдены ошибки,True,2023-10-10 21:33:45,2023-10-10,1,88
ПроверкаСостоянияКлавиатуры,2023-10-10 21:38:28,Банкомат63,Пользователь98,Проверка состояния клавиатуры в Банкомат63,Клавиатура работает,False,2023-10-10 21:38:28,2023-10-10,0,85
ОтказВОбслуживании,2023-10-10 21:41:51,Банкомат87,Пользователь91,Отказ в обслуживании в Банкомат87,Техническая ошибка,True,2023-10-10 21:41:51,2023-10-10,1,60
УстановкаОбновлений,2023-10-10 21:43:03,Банкомат77,Пользователь89,Установка обновлений в Банкомат77,Успешно,False,2023-10-10 21:43:03,2023-10-10,1,72
ОбновлениеПрограммногоОбеспечения,2023-10-10 21:43:27,Банкомат68,Пользователь44,Обновление ПО в Банкомат68,Успешно,False,2023-10-10 21:43:27,2023-10-10,0,56
ОтказВОбслуживании,2023-10-10 21:48:23,Банкомат6,Пользователь52,Отказ в обслуживании в Банкомат6,Нет наличных,True,2023-10-10 21:48:23,2023-10-10,0,60
ЗаменаКартриджа,2023-10-10 21:51:38,Банкомат15,Пользователь8,Замена картриджа в Банкомат15,Не удалось,True,2023-10-10 21:51:38,2023-10-10,0,96
ПроверкаОбновлений,2023-10-10 21:59:46,Банкомат87,Пользователь53,Проверка обновлений в Банкомат87,Обновления доступны,False,2023-10-10 21:59:46,2023-10-10,1,74
СостояниеУстройстваИзменено,2023-10-10 22:02:33,Банкомат59,Пользователь17,Состояние устройства Банкомат59 изменилось,Открыто,False,2023-10-10 22:02:33,2023-10-10,0,83
ПроблемаСоСвязью,2023-10-10 22:05:21,Банкомат30,Пользователь88,Проблема со связью в Банкомат30,Потеря соединения,False,2023-10-10 22:05:21,2023-10-10,1,72
ОшибкаСинхронизацииДанных,2023-10-10 22:17:54,Банкомат35,Пользователь75,Ошибка синхронизации данных в Банкомат35,Неверные данные,False,2023-10-10 22:17:54,2023-10-10,0,74
ОбслуживаниеТребуется,2023-10-10 22:19:27,Банкомат85,Пользователь14,Требуется обслуживание Банкомат85,Профилактическое,False,2023-10-10 22:19:27,2023-10-10,0,95
ОшибкаСинхронизацииДанных,2023-10-10 22:28:50,Банкомат60,Пользователь41,Ошибка синхронизации данных в Банкомат60,Неверные данные,False,2023-10-10 22:28:50,2023-10-10,1,88
СостояниеКартриджа,2023-10-10 22:31:56,Банкомат64,Пользователь39,Состояние картриджа проверено в Банкомат64,Полный,False,2023-10-10 22:31:56,2023-10-10,0,93
СостояниеКартриджа,2023-10-10 22:32:21,Банкомат74,Пользователь67,Состояние картриджа проверено в Банкомат74,Пустой,False,2023-10-10 22:32:21,2023-10-10,0,90
ОбслуживаниеТребуется,2023-10-10 22:32:36,Банкомат85,Пользователь46,Требуется обслуживание Банкомат85,Техническое,False,2023-10-10 22:32:36,2023-10-10,0,99
ПроверкаСостоянияКлавиатуры,2023-10-10 22:36:39,Банкомат19,Пользователь97,Проверка состояния клавиатуры в Банкомат19,Клавиатура работает,False,2023-10-10 22:36:39,2023-10-10,1,87
ПроблемаСоСвязью,2023-10-10 22:42:58,Банкомат41,Пользователь21,Проблема со связью в Банкомат41,Потеря соединения,False,2023-10-10 22:42:58,2023-10-10,1,97
ОшибкаСети,2023-10-10 22:45:56,Банкомат36,Пользователь64,Ошибка сети в Банкомат36,Потеря пакетов,False,2023-10-10 22:45:56,2023-10-10,0,99
СостояниеКартриджа,2023-10-10 22:49:13,Банкомат79,Пользователь70,Состояние картриджа проверено в Банкомат79,Пустой,False,2023-10-10 22:49:13,2023-10-10,1,88
ПроверкаСостоянияСвязи,2023-10-10 22:49:38,Банкомат90,Пользователь38,Проверка состояния связи в Банкомат90,Плохое,True,2023-10-10 22:49:38,2023-10-10,1,56
ПроверкаСостоянияСвязи,2023-10-10 22:52:37,Банкомат99,Пользователь94,Проверка состояния связи в Банкомат99,Плохое,True,2023-10-10 22:52:37,2023-10-10,1,76
ОтказВОбслуживании,2023-10-10 23:00:57,Банкомат22,Пользователь87,Отказ в обслуживании в Банкомат22,Нет наличных,True,2023-10-10 23:00:57,2023-10-10,0,90
ОбслуживаниеТребуется,2023-10-10 23:03:04,Банкомат69,Пользователь25,Требуется обслуживание Банкомат69,Техническое,False,2023-10-10 23:03:04,2023-10-10,1,70
ОшибкаЖесткогоДиска,2023-10-10 23:06:25,Банкомат39,Пользователь58,Ошибка жесткого диска в Банкомат39,Ошибка чтения,True,2023-10-10 23:06:25,2023-10-10,0,50
ОбслуживаниеТребуется,2023-10-10 23:09:44,Банкомат83,Пользователь60,Требуется обслуживание Банкомат83,Профилактическое,False,2023-10-10 23:09:44,2023-10-10,1,50
ПроверкаЭнергоснабжения,2023-10-10 23:12:12,Банкомат50,Пользователь61,Проверка состояния энергоснабжения в Банкомат50,Проблемы с энергоснабжением,True,2023-10-10 23:12:12,2023-10-10,1,80
ОбновлениеПрограммногоОбеспечения,2023-10-10 23:12:21,Банкомат41,Пользователь1,Обновление ПО в Банкомат41,Не удалось,True,2023-10-10 23:12:21,2023-10-10,1,87
ОбслуживаниеТребуется,2023-10-10 23:19:30,Банкомат62,Пользователь23,Требуется обслуживание Банкомат62,Профилактическое,False,2023-10-10 23:19:30,2023-10-10,1,69
ЗаменаКартриджа,2023-10-10 23:24:42,Банкомат69,Пользователь28,Замена картриджа в Банкомат69,Успешно,False,2023-10-10 23:24:42,2023-10-10,0,68
ПроверкаОбновлений,2023-10-10 23:39:35,Банкомат61,Пользователь98,Проверка обновлений в Банкомат61,Обновления отсутствуют,False,2023-10-10 23:39:35,2023-10-10,0,76
ПроверкаОбновлений,2023-10-10 23:43:04,Банкомат40,Пользователь5,Проверка обновлений в Банкомат40,Обновления отсутствуют,False,2023-10-10 23:43:04,2023-10-10,1,50
СостояниеПриемаКупюр,2023-10-10 23:47:38,Банкомат74,Пользователь39,Состояние устройства приема купюр в Банкомат74 проверено,Работает,False,2023-10-10 23:47:38,2023-10-10,0,56
ЗавершениеТранзакции,2023-10-10 23:52:23,Банкомат89,Пользователь98,Транзакция завершена в Банкомат89,Успешно,False,2023-10-10 23:52:23,2023-10-10,0,59
ОшибкаТехническая,2023-10-11 00:12:43,Банкомат27,Пользователь88,Техническая ошибка в Банкомат27,Ошибка связи,True,2023-10-11 00:12:43,2023-10-11,1,77
ОбновлениеБезопасности,2023-10-11 00:13:48,Банкомат18,Пользователь48,Обновление систем безопасности в Банкомат18,Не удалось,True,2023-10-11 00:13:48,2023-10-11,1,52
ОшибкаСети,2023-10-11 00:14:45,Банкомат11,Пользователь76,Ошибка сети в Банкомат11,Потеря пакетов,False,2023-10-11 00:14:45,2023-10-11,1,89
ОбновлениеПрограммногоОбеспечения,2023-10-11 00:24:15,Банкомат65,Пользователь10,Обновление ПО в Банкомат65,Не удалось,True,2023-10-11 00:24:15,2023-10-11,1,74
ЗавершениеТранзакции,2023-10-11 00:29:06,Банкомат60,Пользователь19,Транзакция завершена в Банкомат60,Не удалось,True,2023-10-11 00:29:06,2023-10-11,0,68
СостояниеПриемаКупюр,2023-10-11 00:32:51,Банкомат48,Пользователь67,Состояние устройства приема купюр в Банкомат48 проверено,Работает,False,2023-10-11 00:32:51,2023-10-11,0,73
ПроверкаОбновлений,2023-10-11 00:47:02,Банкомат83,Пользователь89,Проверка обновлений в Банкомат83,Обновления доступны,False,2023-10-11 00:47:02,2023-10-11,0,58
ЗаменаКартриджа,2023-10-11 00:49:22,Банкомат18,Пользователь60,Замена картриджа в Банкомат18,Успешно,False,2023-10-11 00:49:22,2023-10-11,1,73
ПроверкаЭнергоснабжения,2023-10-11 00:50:55,Банкомат92,Пользователь52,Проверка состояния энергоснабжения в Банкомат92,Проблемы с энергоснабжением,True,2023-10-11 00:50:55,2023-10-11,0,79
ТестированиеУстройства,2023-10-11 00:53:11,Банкомат36,Пользователь13,Тестирование устройства Банкомат36 завершено,Не удалось,True,2023-10-11 00:53:11,2023-10-11,0,57
ПроверкаСостоянияКарт,2023-10-11 00:55:14,Банкомат98,Пользователь63,Проверка состояния карт в Банкомат98,Некоторые карты повреждены,False,2023-10-11 00:55:14,2023-10-11,1,94
ПроблемаСоСвязью,2023-10-11 00:57:57,Банкомат46,Пользователь43,Проблема со связью в Банкомат46,Слабый сигнал,True,2023-10-11 00:57:57,2023-10-11,0,86
ОшибкаСинхронизацииДанных,2023-10-11 01:01:33,Банкомат88,Пользователь82,Ошибка синхронизации данных в Банкомат88,Проблема с сетью,True,2023-10-11 01:01:33,2023-10-11,0,55
ПроверкаОбновлений,2023-10-11 01:04:25,Банкомат30,Пользователь26,Проверка обновлений в Банкомат30,Обновления отсутствуют,False,2023-10-11 01:04:25,2023-10-11,0,88
СостояниеКартриджа,2023-10-11 01:15:20,Банкомат87,Пользователь96,Состояние картриджа проверено в Банкомат87,Пустой,False,2023-10-11 01:15:20,2023-10-11,0,99
